iso_code,location,date,people_fully_vaccinated_per_hundred
OWID_AFR,Africa,26/4/2021,0.34
OWID_AFR,Africa,27/4/2021,0.34
OWID_AFR,Africa,28/4/2021,0.35
OWID_AFR,Africa,29/4/2021,0.35
OWID_AFR,Africa,30/4/2021,0.35
OWID_AFR,Africa,1/5/2021,0.35
OWID_AFR,Africa,2/5/2021,0.35
OWID_AFR,Africa,3/5/2021,0.36
OWID_AFR,Africa,4/5/2021,0.36
OWID_AFR,Africa,5/5/2021,0.36
OWID_AFR,Africa,6/5/2021,0.37
OWID_AFR,Africa,7/5/2021,0.37
OWID_AFR,Africa,8/5/2021,0.38
OWID_AFR,Africa,9/5/2021,0.4
OWID_AFR,Africa,10/5/2021,0.4
OWID_AFR,Africa,11/5/2021,0.4
OWID_AFR,Africa,12/5/2021,0.41
OWID_AFR,Africa,13/5/2021,0.42
OWID_AFR,Africa,14/5/2021,0.42
OWID_AFR,Africa,15/5/2021,0.43
OWID_AFR,Africa,16/5/2021,0.43
OWID_AFR,Africa,17/5/2021,0.43
OWID_AFR,Africa,18/5/2021,0.44
OWID_AFR,Africa,19/5/2021,0.45
OWID_AFR,Africa,20/5/2021,0.46
OWID_AFR,Africa,21/5/2021,0.48
OWID_AFR,Africa,22/5/2021,0.48
OWID_AFR,Africa,23/5/2021,0.49
OWID_AFR,Africa,24/5/2021,0.49
OWID_AFR,Africa,25/5/2021,0.5
OWID_AFR,Africa,26/5/2021,0.51
OWID_AFR,Africa,27/5/2021,0.51
OWID_AFR,Africa,28/5/2021,0.52
OWID_AFR,Africa,29/5/2021,0.52
OWID_AFR,Africa,30/5/2021,0.52
OWID_AFR,Africa,31/5/2021,0.61
OWID_AFR,Africa,1/6/2021,0.62
OWID_AFR,Africa,2/6/2021,0.64
OWID_AFR,Africa,3/6/2021,0.64
OWID_AFR,Africa,4/6/2021,0.65
OWID_AFR,Africa,5/6/2021,0.66
OWID_AFR,Africa,6/6/2021,0.67
OWID_AFR,Africa,7/6/2021,0.69
OWID_AFR,Africa,8/6/2021,0.73
OWID_AFR,Africa,9/6/2021,0.77
OWID_AFR,Africa,10/6/2021,0.79
OWID_AFR,Africa,11/6/2021,0.81
OWID_AFR,Africa,12/6/2021,0.81
OWID_AFR,Africa,13/6/2021,0.82
OWID_AFR,Africa,14/6/2021,0.85
OWID_AFR,Africa,15/6/2021,0.9
OWID_AFR,Africa,16/6/2021,0.91
OWID_AFR,Africa,17/6/2021,0.93
OWID_AFR,Africa,18/6/2021,0.95
OWID_AFR,Africa,19/6/2021,0.95
OWID_AFR,Africa,20/6/2021,0.96
OWID_AFR,Africa,21/6/2021,0.99
OWID_AFR,Africa,22/6/2021,0.99
OWID_AFR,Africa,23/6/2021,1.01
OWID_AFR,Africa,24/6/2021,1.05
OWID_AFR,Africa,25/6/2021,1.06
OWID_AFR,Africa,26/6/2021,1.07
OWID_AFR,Africa,27/6/2021,1.07
OWID_AFR,Africa,28/6/2021,1.1
OWID_AFR,Africa,29/6/2021,1.11
OWID_AFR,Africa,30/6/2021,1.13
OWID_AFR,Africa,1/7/2021,1.13
OWID_AFR,Africa,2/7/2021,1.14
OWID_AFR,Africa,3/7/2021,1.14
OWID_AFR,Africa,4/7/2021,1.15
OWID_AFR,Africa,5/7/2021,1.18
OWID_AFR,Africa,6/7/2021,1.19
OWID_AFR,Africa,7/7/2021,1.2
OWID_AFR,Africa,8/7/2021,1.26
OWID_AFR,Africa,9/7/2021,1.27
OWID_AFR,Africa,10/7/2021,1.27
OWID_AFR,Africa,11/7/2021,1.27
OWID_AFR,Africa,12/7/2021,1.33
OWID_AFR,Africa,13/7/2021,1.35
OWID_AFR,Africa,14/7/2021,1.36
OWID_AFR,Africa,15/7/2021,1.39
OWID_AFR,Africa,16/7/2021,1.39
OWID_AFR,Africa,17/7/2021,1.39
OWID_AFR,Africa,18/7/2021,1.4
OWID_AFR,Africa,19/7/2021,1.44
OWID_AFR,Africa,20/7/2021,1.45
OWID_AFR,Africa,21/7/2021,1.45
OWID_AFR,Africa,22/7/2021,1.49
OWID_AFR,Africa,23/7/2021,1.5
OWID_AFR,Africa,24/7/2021,1.5
OWID_AFR,Africa,25/7/2021,1.53
OWID_AFR,Africa,26/7/2021,1.54
OWID_AFR,Africa,27/7/2021,1.57
OWID_AFR,Africa,28/7/2021,1.58
OWID_AFR,Africa,29/7/2021,1.62
OWID_AFR,Africa,30/7/2021,1.63
OWID_AFR,Africa,31/7/2021,1.63
OWID_AFR,Africa,1/8/2021,1.64
OWID_AFR,Africa,2/8/2021,1.66
OWID_AFR,Africa,3/8/2021,1.72
OWID_AFR,Africa,4/8/2021,1.72
OWID_AFR,Africa,5/8/2021,1.75
OWID_AFR,Africa,6/8/2021,1.77
OWID_AFR,Africa,7/8/2021,1.8
OWID_AFR,Africa,8/8/2021,1.83
OWID_AFR,Africa,9/8/2021,1.86
OWID_AFR,Africa,10/8/2021,1.89
OWID_AFR,Africa,11/8/2021,1.9
OWID_AFR,Africa,12/8/2021,1.95
OWID_AFR,Africa,13/8/2021,1.96
OWID_AFR,Africa,14/8/2021,1.97
OWID_AFR,Africa,15/8/2021,1.98
OWID_AFR,Africa,16/8/2021,2.06
OWID_AFR,Africa,17/8/2021,2.09
OWID_AFR,Africa,18/8/2021,2.15
OWID_AFR,Africa,19/8/2021,2.21
OWID_AFR,Africa,20/8/2021,2.31
OWID_AFR,Africa,21/8/2021,2.32
OWID_AFR,Africa,22/8/2021,2.34
OWID_AFR,Africa,23/8/2021,2.38
OWID_AFR,Africa,24/8/2021,2.42
OWID_AFR,Africa,25/8/2021,2.5
OWID_AFR,Africa,26/8/2021,2.5
OWID_AFR,Africa,27/8/2021,2.61
OWID_AFR,Africa,28/8/2021,2.63
OWID_AFR,Africa,29/8/2021,2.69
OWID_AFR,Africa,30/8/2021,2.71
OWID_AFR,Africa,31/8/2021,2.75
OWID_AFR,Africa,1/9/2021,2.82
OWID_AFR,Africa,2/9/2021,2.83
OWID_AFR,Africa,3/9/2021,2.85
OWID_AFR,Africa,4/9/2021,3.04
OWID_AFR,Africa,5/9/2021,3.1
OWID_AFR,Africa,6/9/2021,3.15
OWID_AFR,Africa,7/9/2021,3.17
OWID_AFR,Africa,8/9/2021,3.2
OWID_AFR,Africa,9/9/2021,3.25
OWID_AFR,Africa,10/9/2021,3.31
OWID_AFR,Africa,11/9/2021,3.35
OWID_AFR,Africa,12/9/2021,3.37
OWID_AFR,Africa,13/9/2021,3.39
OWID_AFR,Africa,14/9/2021,3.52
OWID_AFR,Africa,15/9/2021,3.59
OWID_AFR,Africa,16/9/2021,3.65
OWID_AFR,Africa,17/9/2021,3.66
OWID_AFR,Africa,18/9/2021,3.69
OWID_AFR,Africa,19/9/2021,3.76
OWID_AFR,Africa,20/9/2021,3.82
OWID_AFR,Africa,21/9/2021,3.84
OWID_AFR,Africa,22/9/2021,3.91
OWID_AFR,Africa,23/9/2021,3.94
OWID_AFR,Africa,24/9/2021,3.95
OWID_AFR,Africa,25/9/2021,4.06
OWID_AFR,Africa,26/9/2021,4.09
OWID_AFR,Africa,27/9/2021,4.23
OWID_AFR,Africa,28/9/2021,4.27
OWID_AFR,Africa,29/9/2021,4.29
OWID_AFR,Africa,30/9/2021,4.33
OWID_AFR,Africa,1/10/2021,4.34
OWID_AFR,Africa,2/10/2021,4.38
OWID_AFR,Africa,3/10/2021,4.4
OWID_AFR,Africa,4/10/2021,4.41
OWID_AFR,Africa,5/10/2021,4.43
OWID_AFR,Africa,6/10/2021,4.47
OWID_AFR,Africa,7/10/2021,4.5
