location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index
Africa,February 13 2020,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 14 2020,1,1,,,0,,0.001,0.001,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 15 2020,1,0,,,0,,0.001,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 16 2020,1,0,,,0,,0.001,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 17 2020,1,0,,,0,,0.001,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 18 2020,1,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 19 2020,1,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 20 2020,1,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 21 2020,1,0,0,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 22 2020,1,0,0,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 23 2020,1,0,0,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 24 2020,1,0,0,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 25 2020,2,1,0.143,,0,0,0.001,0.001,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 26 2020,2,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 27 2020,2,0,0.143,,0,0,0.001,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 28 2020,3,1,0.286,,0,0,0.002,0.001,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,February 29 2020,3,0,0.286,,0,0,0.002,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 1 2020,4,1,0.429,,0,0,0.003,0.001,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 2 2020,8,4,1,,0,0,0.006,0.003,0.001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 3 2020,11,3,1.286,,0,0,0.008,0.002,0.001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 4 2020,21,10,2.714,,0,0,0.015,0.007,0.002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 5 2020,24,3,3.143,,0,0,0.017,0.002,0.002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 6 2020,43,19,5.714,,0,0,0.031,0.014,0.004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 7 2020,43,0,5.714,,0,0,0.031,0,0.004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 8 2020,83,40,11.286,1,1,0.143,0.06,0.029,0.008,0.001,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 9 2020,91,8,11.857,1,0,0.143,0.065,0.006,0.009,0.001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 10 2020,104,13,13.286,2,1,0.286,0.075,0.009,0.01,0.001,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 11 2020,118,14,13.857,2,0,0.286,0.085,0.01,0.01,0.001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 12 2020,134,16,15.714,3,1,0.429,0.096,0.011,0.011,0.002,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 13 2020,176,42,19,6,3,0.857,0.126,0.03,0.014,0.004,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 14 2020,252,76,29.857,7,1,1,0.181,0.055,0.021,0.005,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 15 2020,317,65,33.429,8,1,1,0.228,0.047,0.024,0.006,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 16 2020,404,87,44.714,8,0,1,0.29,0.062,0.032,0.006,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 17 2020,492,88,55.429,11,3,1.286,0.353,0.063,0.04,0.008,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 18 2020,610,118,70.286,17,6,2.143,0.438,0.085,0.05,0.012,0.004,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 19 2020,788,178,93.429,20,3,2.429,0.566,0.128,0.067,0.014,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 20 2020,970,182,113.429,26,6,2.857,0.697,0.131,0.081,0.019,0.004,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 21 2020,1170,206,132,35,9,4,0.84,0.148,0.095,0.025,0.006,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 22 2020,1423,253,158.857,46,11,5.429,1.022,0.182,0.114,0.033,0.008,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 23 2020,1806,383,201.143,55,9,6.714,1.297,0.275,0.144,0.04,0.006,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 24 2020,2244,438,251.143,62,7,7.286,1.612,0.315,0.18,0.045,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 25 2020,2767,523,309,73,11,8,1.987,0.376,0.222,0.052,0.008,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 26 2020,3293,526,358.714,91,18,10.143,2.365,0.378,0.258,0.065,0.013,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 27 2020,3873,580,415.571,115,24,12.714,2.782,0.417,0.298,0.083,0.017,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 28 2020,4216,343,435.143,134,19,14.143,3.028,0.246,0.313,0.096,0.014,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 29 2020,4780,564,479.571,151,17,15,3.433,0.405,0.344,0.108,0.012,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 30 2020,5175,395,481.286,172,21,16.714,3.717,0.284,0.346,0.124,0.015,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,March 31 2020,5761,586,502.429,198,26,19.429,4.137,0.421,0.361,0.142,0.019,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 1 2020,6360,599,513.286,233,35,22.857,4.568,0.43,0.369,0.167,0.025,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 2 2020,7016,656,531.857,285,52,27.714,5.039,0.471,0.382,0.205,0.037,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 3 2020,7897,881,574.857,331,46,30.857,5.672,0.633,0.413,0.238,0.033,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 4 2020,8579,682,623.286,382,51,35.429,6.161,0.49,0.448,0.274,0.037,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 5 2020,9264,685,640.571,442,60,41.571,6.653,0.492,0.46,0.317,0.043,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 6 2020,9980,716,686.429,487,45,45,7.168,0.514,0.493,0.35,0.032,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 7 2020,10608,628,692.429,533,46,47.857,7.619,0.451,0.497,0.383,0.033,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 8 2020,11414,806,722,573,40,48.571,8.197,0.579,0.519,0.412,0.029,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 9 2020,12207,793,741.571,627,54,48.857,8.767,0.57,0.533,0.45,0.039,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 10 2020,12901,694,714.857,690,63,51.286,9.265,0.498,0.513,0.496,0.045,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 11 2020,13615,714,719.429,742,52,51.429,9.778,0.513,0.517,0.533,0.037,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 12 2020,14484,869,745.714,788,46,49.429,10.402,0.624,0.536,0.566,0.033,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 13 2020,15256,772,753.714,833,45,49.429,10.957,0.554,0.541,0.598,0.032,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 14 2020,16227,971,802.714,873,40,48.571,11.654,0.697,0.576,0.627,0.029,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 15 2020,17192,965,825.429,910,37,48.143,12.347,0.693,0.593,0.654,0.027,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 16 2020,18360,1168,879,965,55,48.286,13.186,0.839,0.631,0.693,0.04,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 17 2020,19763,1403,980.286,1015,50,46.429,14.194,1.008,0.704,0.729,0.036,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 18 2020,21071,1309,1065.286,1058,43,45.143,15.133,0.94,0.765,0.76,0.031,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 19 2020,22268,1197,1112.143,1120,62,47.429,15.993,0.86,0.799,0.804,0.045,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 20 2020,23431,1163,1168,1159,39,46.571,16.828,0.835,0.839,0.832,0.028,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 21 2020,24507,1076,1183,1189,30,45.143,17.601,0.773,0.85,0.854,0.022,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 22 2020,25910,1403,1245.571,1240,51,47.143,18.608,1.008,0.895,0.891,0.037,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 23 2020,27347,1437,1284,1297,57,47.429,19.64,1.032,0.922,0.931,0.041,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 24 2020,29052,1705,1327.143,1324,27,44.143,20.865,1.225,0.953,0.951,0.019,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 25 2020,30296,1244,1317.857,1372,48,44.857,21.758,0.893,0.946,0.985,0.034,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 26 2020,31828,1532,1365.714,1422,50,43.143,22.858,1.1,0.981,1.021,0.036,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 27 2020,33165,1337,1390.571,1461,39,43.143,23.819,0.96,0.999,1.049,0.028,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 28 2020,34784,1619,1468.143,1522,61,47.571,24.981,1.163,1.054,1.093,0.044,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 29 2020,36807,2023,1556.714,1588,66,49.714,26.434,1.453,1.118,1.14,0.047,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,April 30 2020,38753,1946,1629.429,1634,46,48.143,27.832,1.398,1.17,1.174,0.033,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 1 2020,40468,1715,1630.857,1690,56,52.286,29.064,1.232,1.171,1.214,0.04,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 2 2020,42705,2243,1773.571,1759,69,55.286,30.67,1.611,1.274,1.263,0.05,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 3 2020,44297,1592,1782.143,1796,37,53.429,31.814,1.143,1.28,1.29,0.027,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 4 2020,46951,2654,1970.286,1842,46,54.429,33.72,1.906,1.415,1.323,0.033,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 5 2020,48993,2042,2030.714,1906,64,54.857,35.186,1.467,1.458,1.369,0.046,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 6 2020,51535,2542,2104.857,2006,100,59.714,37.012,1.826,1.512,1.441,0.072,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 7 2020,54022,2487,2182.143,2073,67,62.714,38.798,1.786,1.567,1.489,0.048,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 8 2020,57647,3625,2455,2154,81,66.286,41.401,2.603,1.763,1.547,0.058,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 9 2020,60507,2860,2543.143,2221,67,66,43.455,2.054,1.826,1.595,0.048,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 10 2020,63086,2579,2684.143,2290,69,70.571,45.308,1.852,1.928,1.645,0.05,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 11 2020,66145,3066,2743,2344,54,71.714,47.505,2.202,1.97,1.683,0.039,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 12 2020,69312,3167,2903.714,2395,51,69.857,49.779,2.274,2.085,1.72,0.037,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 13 2020,72226,2914,2956.857,2493,98,69.571,51.872,2.093,2.124,1.79,0.07,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 14 2020,75344,3118,3047,2562,69,69.857,54.111,2.239,2.188,1.84,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 15 2020,78270,2926,2947.143,2624,62,67.143,56.213,2.101,2.117,1.885,0.045,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 16 2020,81273,3003,2967.571,2708,84,69.571,58.369,2.157,2.131,1.945,0.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 17 2020,84587,3314,3072.571,2758,50,66.857,60.749,2.38,2.207,1.981,0.036,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 18 2020,88255,3668,3158.571,2831,73,69.571,63.384,2.634,2.268,2.033,0.052,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 19 2020,91266,3220,3166.143,2906,75,73,65.546,2.313,2.274,2.087,0.054,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 20 2020,95057,3791,3291.429,2990,84,71,68.269,2.723,2.364,2.147,0.06,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 21 2020,99752,4799,3531.571,3095,105,76.143,71.641,3.447,2.536,2.223,0.075,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 22 2020,103620,3868,3666.143,3183,88,79.857,74.419,2.778,2.633,2.286,0.063,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 23 2020,107485,3865,3789.286,3255,72,78.143,77.194,2.776,2.721,2.338,0.052,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 24 2020,111605,4120,3904.429,3354,99,85.143,80.153,2.959,2.804,2.409,0.071,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 25 2020,115733,4128,3970.143,3479,125,92.571,83.118,2.965,2.851,2.499,0.09,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 26 2020,119444,3711,4040.286,3591,112,97.857,85.783,2.665,2.902,2.579,0.08,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 27 2020,124524,5080,4224.429,3698,107,101.143,89.432,3.648,3.034,2.656,0.077,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 28 2020,129440,4916,4241.143,3791,93,99.429,92.962,3.531,3.046,2.723,0.067,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 29 2020,135186,5746,4509.429,3922,131,105.571,97.089,4.127,3.239,2.817,0.094,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 30 2020,141304,6118,4831.286,4069,147,116.286,101.483,4.394,3.47,2.922,0.106,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,May 31 2020,146551,5247,4992.286,4222,153,124,105.251,3.768,3.585,3.032,0.11,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 1 2020,152336,5785,5229,4343,121,123.429,109.406,4.155,3.755,3.119,0.087,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 2 2020,157214,4878,5395.714,4493,150,128.857,112.909,3.503,3.875,3.227,0.108,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 3 2020,162311,5097,5398.143,4601,108,129,116.57,3.661,3.877,3.304,0.078,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 4 2020,169417,7106,5711,4756,155,137.857,121.673,5.103,4.102,3.416,0.111,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 5 2020,176603,7186,5916.714,4913,157,141.571,126.834,5.161,4.249,3.528,0.113,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 6 2020,183202,6599,5985.429,5055,142,140.857,131.573,4.739,4.299,3.63,0.102,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 7 2020,189536,6334,6140.714,5188,133,138,136.122,4.549,4.41,3.726,0.096,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 8 2020,196187,6651,6264.429,5363,175,145.714,140.899,4.777,4.499,3.852,0.126,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 9 2020,202657,6470,6491.857,5537,174,149.143,145.546,4.647,4.662,3.977,0.125,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 10 2020,209202,6545,6698.714,5688,151,155.286,150.246,4.701,4.811,4.085,0.108,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 11 2020,216605,7403,6741.143,5851,163,156.429,155.563,5.317,4.841,4.202,0.117,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 12 2020,224684,8079,6868.714,6049,198,162.286,161.365,5.802,4.933,4.344,0.142,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 13 2020,232771,8087,7081.286,6253,204,171.143,167.173,5.808,5.086,4.491,0.147,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 14 2020,241551,8780,7430.714,6459,206,181.571,173.479,6.306,5.337,4.639,0.148,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 15 2020,251144,9593,7851,6761,302,199.714,180.368,6.89,5.638,4.856,0.217,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 16 2020,258786,7642,8018.429,7015,254,211.143,185.857,5.488,5.759,5.038,0.182,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 17 2020,267522,8736,8331.429,7218,203,218.571,192.131,6.274,5.984,5.184,0.146,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 18 2020,275757,8235,8450.286,7419,201,224,198.045,5.914,6.069,5.328,0.144,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 19 2020,285570,9813,8698,7682,263,233.286,205.093,7.048,6.247,5.517,0.189,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 20 2020,296919,11349,9164,7918,236,237.857,213.243,8.151,6.581,5.687,0.169,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 21 2020,306356,9437,9257.857,8114,196,236.429,220.021,6.778,6.649,5.827,0.141,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 22 2020,315343,8987,9171.286,8338,224,225.286,226.475,6.454,6.587,5.988,0.161,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 23 2020,324419,9076,9376.143,8620,282,229.286,232.994,6.518,6.734,6.191,0.203,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 24 2020,335768,11349,9749.429,8855,235,233.857,241.144,8.151,7.002,6.36,0.169,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 25 2020,347710,11942,10279,9069,214,235.714,249.721,8.577,7.382,6.513,0.154,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 26 2020,359308,11598,10534,9282,213,228.571,258.05,8.33,7.565,6.666,0.153,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 27 2020,371545,12237,10660.857,9484,202,223.714,266.839,8.788,7.656,6.811,0.145,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 28 2020,382153,10608,10828.143,9663,179,221.286,274.457,7.619,7.777,6.94,0.129,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 29 2020,393283,11130,11134.286,9877,214,219.857,282.451,7.993,7.997,7.094,0.154,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,June 30 2020,404891,11608,11496,10146,269,218,290.788,8.337,8.256,7.287,0.193,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 1 2020,418104,13213,11762.286,10404,258,221.286,300.277,9.489,8.448,7.472,0.185,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 2 2020,432306,14202,12085.143,10643,239,224.857,310.477,10.2,8.679,7.644,0.172,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 3 2020,447466,15160,12594,10882,239,228.571,321.364,10.888,9.045,7.815,0.172,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 4 2020,462951,15485,13058,11083,201,228.429,332.486,11.121,9.378,7.96,0.144,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 5 2020,476586,13635,13490.429,11363,280,242.857,342.278,9.792,9.689,8.161,0.201,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 6 2020,490326,13740,13863.286,11610,247,247.571,352.146,9.868,9.956,8.338,0.177,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 7 2020,507792,17466,14700.143,11975,365,261.286,364.69,12.544,10.557,8.6,0.262,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 8 2020,522535,14743,14918.714,12232,257,261.143,375.278,10.588,10.714,8.785,0.185,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 9 2020,541725,19190,15631.286,12457,225,259.143,389.06,13.782,11.226,8.946,0.162,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 10 2020,559430,17705,15994.857,12763,306,268.714,401.776,12.716,11.487,9.166,0.22,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 11 2020,578216,18786,16466.429,12988,225,272.143,415.267,13.492,11.826,9.328,0.162,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 12 2020,594933,16717,16906.714,13241,253,268.286,427.273,12.006,12.142,9.51,0.182,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 13 2020,611002,16069,17239.429,13463,222,264.714,438.814,11.541,12.381,9.669,0.159,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 14 2020,625452,14450,16808.571,13762,299,255.286,449.192,10.378,12.072,9.884,0.215,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 15 2020,643484,18032,17278.429,13988,226,250.857,462.142,12.95,12.409,10.046,0.162,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 16 2020,663929,20445,17457.714,14356,368,271.286,476.825,14.683,12.538,10.31,0.264,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 17 2020,683468,19539,17719.714,14672,316,272.714,490.858,14.033,12.726,10.537,0.227,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 18 2020,702480,19012,17752,14953,281,280.714,504.512,13.654,12.749,10.739,0.202,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 19 2020,721049,18569,18016.571,15169,216,275.429,517.848,13.336,12.939,10.894,0.155,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 20 2020,736561,15512,17937,15423,254,280,528.989,11.141,12.882,11.077,0.182,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 21 2020,750440,13879,17855.429,15737,314,282.143,538.957,9.968,12.824,11.302,0.226,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 22 2020,770049,19609,18080.714,16445,708,351,553.039,14.083,12.985,11.811,0.508,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 23 2020,788518,18470,17798.571,16713,268,336.714,566.304,13.265,12.783,12.003,0.192,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,July 24 2020,810613,22095,18163.714,17104,391,347.429,582.172,15.868,13.045,12.284,0.281,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
