location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index
Europe,February 21 2021,33533513,118523,135171.286,819567,2134,3579.286,44791.664,158.315,180.552,1094.719,2.85,4.781,,,,,,,,,,,,,,,,,,,49655424,38654223,10933863,1191,710230,1292858,6.63,5.16,1.46,0,1727,907536,0.121,
Europe,February 22 2021,33639137,105624,135407,822279,2712,3486.286,44932.749,141.085,180.867,1098.341,3.622,4.657,,,,,,,,,,,,,,,,,,,50564399,39325991,11172111,1252,1138724,1302982,6.75,5.25,1.49,0,1740,923098,0.123,
Europe,February 23 2021,33775507,136370,137031.429,826234,3955,3420.857,45114.902,182.153,183.037,1103.624,5.283,4.569,,,,,,,,,,,,,,,,,,,52018280,40216751,11734345,1290,1508841,1333262,6.95,5.37,1.57,0,1781,955887,0.128,
Europe,February 24 2021,33948151,172644,140380.429,829941,3707,3363.571,45345.508,230.605,187.51,1108.576,4.952,4.493,,,,,,,,,,,,,,,,,,,53694717,41493055,12134178,1295,1772391,1353038,7.17,5.54,1.62,0,1807,990113,0.132,
Europe,February 25 2021,34121689,173538,142662.429,833349,3408,3284.571,45577.307,231.8,190.558,1113.128,4.552,4.387,,,,,,,,,,,,,,,,,,,55280844,42729601,12480008,1424,1938668,1379357,7.38,5.71,1.67,0,1842,1026985,0.137,
Europe,February 26 2021,34290249,168560,144203.714,836968,3619,3218.429,45802.458,225.15,192.617,1117.962,4.834,4.299,,,,,,,,,,,,,,,,,,,57503044,44430558,13000874,1560,1862002,1431656,7.68,5.93,1.74,0,1912,1085048,0.145,
Europe,February 27 2021,34440471,150222,146497.286,839817,2849,3197.714,46003.113,200.656,195.681,1121.767,3.805,4.271,,,,,,,,,,,,,,,,,,,58562691,45352289,13138841,1580,1379120,1473424,7.82,6.06,1.75,0,1968,1133300,0.151,
Europe,February 28 2021,34563480,123009,147138.143,841857,2040,3184.286,46167.42,164.307,196.537,1124.492,2.725,4.253,,,,,,,,,,,,,,,,,,,59670411,46244027,13348491,1589,798875,1486038,7.97,6.18,1.78,0,1985,1152031,0.154,
Europe,March 1 2021,34668361,104881,147032,844495,2638,3173.714,46307.512,140.093,196.395,1128.016,3.524,4.239,,,,,,,,,,,,,,,,,,,60780412,47126491,13571647,1620,1284492,1506695,8.12,6.29,1.81,0,2013,1181683,0.158,
Europe,March 2 2021,34738073,144059,148130.429,848060,3565,3118,46400.629,192.424,197.862,1132.778,4.762,4.165,,,,,,,,,,,,,,,,,,,66352643,51320978,14947111,1679,1661753,1528452,8.86,6.86,2,0,2042,1207501,0.161,
Europe,March 3 2021,34912926,174853,148446,851867,3807,3132.286,46634.185,233.556,198.284,1137.863,5.085,4.184,,,,,,,,,,,,,,,,,,,68348062,52760712,15501048,1729,2013244,1562684,9.13,7.05,2.07,0,2087,1223342,0.163,
Europe,March 4 2021,35091863,178937,149217.286,855286,3419,3133.857,46873.196,239.011,199.314,1142.43,4.567,4.186,,,,,,,,,,,,,,,,,,,70962342,54759997,16118251,1781,2704766,1672111,9.48,7.31,2.15,0,2233,1308771,0.175,
Europe,March 5 2021,35270907,179044,150715,859023,3737,3150.714,47112.35,239.154,201.314,1147.421,4.992,4.208,,,,,,,,,,,,,,,,,,,73433086,56677555,16671376,1826,2330110,1738953,9.81,7.57,2.23,0,2323,1358332,0.181,
Europe,March 6 2021,35429366,158459,151891.714,861728,2705,3130.143,47324.008,211.658,202.886,1151.035,3.613,4.181,,,,,,,,,,,,,,,,,,,75180255,58064625,17031575,1836,1875465,1810258,10.04,7.76,2.27,0,2418,1405507,0.188,
Europe,March 7 2021,35563178,133812,153435,863685,1957,3118.286,47502.745,178.736,204.947,1153.649,2.614,4.165,,,,,,,,,,,,,,,,,,,76606717,59240423,17276497,1837,1005264,1839669,10.23,7.91,2.31,0,2457,1430282,0.191,
Europe,March 8 2021,35667524,104346,153358.571,866394,2709,3128.429,47642.123,139.378,204.845,1157.267,3.618,4.179,,,,,,,,,,,,,,,,,,,77997457,60343355,17564321,1854,1456518,1864167,10.42,8.06,2.35,0,2490,1448975,0.194,
Europe,March 9 2021,35819845,152321,154538.857,869790,3396,3104.286,47845.582,203.459,206.422,1161.803,4.536,4.146,,,,,,,,,,,,,,,,,,,79630484,61617464,17923111,1894,1774867,1880261,10.64,8.23,2.39,0,2512,1463434,0.195,
Europe,March 10 2021,36003862,184017,155848,873419,3629,3078.857,48091.379,245.797,208.171,1166.651,4.847,4.113,,,,,,,,,,,,,,,,,,,81712771,63011766,18605055,1947,2366602,1930662,10.91,8.42,2.49,0,2579,1480900,0.198,
Europe,March 11 2021,36201164,197302,158471.571,876907,3488,3088.714,48354.921,263.542,211.675,1171.31,4.659,4.126,,,,,,,,,,,,,,,,,,,84132279,64690446,19345806,2004,2404824,1887763,11.24,8.64,2.58,0,2522,1426756,0.191,
Europe,March 12 2021,36394934,193770,160575.286,880243,3336,3031.429,48613.745,258.824,214.485,1175.766,4.456,4.049,,,,,,,,,,,,,,,,,,,86567686,66509614,19962784,2084,2287612,1881597,11.56,8.88,2.67,0,2513,1407299,0.188,
Europe,March 13 2021,36582555,187621,164741.286,883123,2880,3056.429,48864.356,250.611,220.05,1179.612,3.847,4.083,,,,,,,,,,,,,,,,,,,88142910,67817317,20230463,2092,1881772,1882493,11.77,9.06,2.7,0,2514,1400795,0.187,
Europe,March 14 2021,36734599,152044,167345.857,885184,2061,3071.286,49067.445,203.089,223.529,1182.365,2.753,4.102,,,,,,,,,,,,,,,,,,,89492612,68913638,20477940,2099,1134118,1900902,11.95,9.2,2.74,0,2539,1395448,0.186,
Europe,March 15 2021,36858745,124146,170174.429,887972,2788,3082.571,49233.27,165.825,227.307,1186.089,3.724,4.117,,,,,,,,,,,,,,,,,,,91133135,70160984,20871045,2124,1643754,1928449,12.17,9.37,2.79,0,2576,1402709,0.187,
Europe,March 16 2021,37035430,176685,173655,891640,3668,3121.429,49469.274,236.003,231.956,1190.989,4.899,4.169,,,,,,,,,,,,,,,,,,,92708816,71317647,21289941,2150,1798597,1931702,12.38,9.53,2.84,0,2580,1382413,0.185,
Europe,March 17 2021,37249999,214569,178019.571,895318,3678,3128.429,49755.88,286.606,237.786,1195.902,4.913,4.179,,,,,,,,,,,,,,,,,,,95085429,72585556,22388801,2171,2048469,1886124,12.7,9.7,2.99,0,2519,1346087,0.18,
Europe,March 18 2021,37472600,222601,181633.714,898629,3311,3103.143,50053.214,297.334,242.613,1200.324,4.423,4.145,,,,,,,,,,,,,,,,,,,97182941,74015226,23056547,2229,2236373,1861925,12.98,9.89,3.08,0,2487,1322013,0.177,
Europe,March 19 2021,37691839,219239,185272.143,902003,3374,3108.571,50346.058,292.844,247.473,1204.831,4.507,4.152,,,,,,,,,,,,,,,,,,,99934439,75845631,23976764,2307,2510314,1893610,13.35,10.13,3.2,0,2529,1328747,0.177,
Europe,March 20 2021,37888591,196752,186576.571,904856,2853,3104.714,50608.865,262.807,249.216,1208.642,3.811,4.147,,,,,,,,,,,,,,,,,,,101801833,77356174,24333756,2313,2081204,1921967,13.6,10.33,3.25,0,2567,1355702,0.181,
Europe,March 21 2021,38065630,177039,190147.286,907058,2202,3124.857,50845.341,236.476,253.985,1211.583,2.941,4.174,,,,,,,,,,,,,,,,,,,103211370,78479169,24614864,2314,1228504,1935317,13.79,10.48,3.29,0,2585,1374818,0.184,
Europe,March 22 2021,38217999,154583,194495.429,910272,3214,3185.714,51048.865,206.481,259.793,1215.876,4.293,4.255,,,,,,,,,,,,,,,,,,,105028934,79701631,25194919,2327,2016728,1988598,14.03,10.65,3.37,0,2656,1401904,0.187,
Europe,March 23 2021,38386859,168860,193377.571,914233,3961,3227.571,51274.416,225.551,258.3,1221.167,5.291,4.311,,,,,,,,,,,,,,,,,,,107013768,81102982,25774704,2347,2481656,2086179,14.29,10.83,3.44,0,2787,1463749,0.196,
Europe,March 24 2021,38636156,251298,198624.571,917917,3684,3228.429,51607.409,335.666,265.308,1226.088,4.921,4.312,,,,,,,,,,,,,,,,,,,109459674,82710608,26610308,2418,2943992,2214108,14.62,11.05,3.55,0,2957,1540764,0.206,
Europe,March 25 2021,38891468,255312,203297.571,922064,4147,3347.857,51948.436,341.027,271.55,1231.627,5.539,4.472,,,,,,,,,,,,,,,,,,,111816805,84293865,27378683,2487,3063236,2332232,14.94,11.26,3.66,0,3115,1609946,0.215,
Europe,March 26 2021,39133193,241725,206509.857,926602,4538,3514.143,52271.315,322.879,275.841,1237.689,6.062,4.694,,,,,,,,,,,,,,,,,,,115400653,86775201,28478099,2531,3264645,2439996,15.41,11.59,3.8,0,3259,1670266,0.223,
Europe,March 27 2021,39354077,220884,209957.286,929587,2985,3533,52566.356,295.041,280.446,1241.676,3.987,4.719,,,,,,,,,,,,,,,,,,,117110920,87983525,28978321,2540,2464352,2494734,15.64,11.75,3.87,0,3332,1676873,0.224,
Europe,March 28 2021,39534383,180306,210424,931742,2155,3526.286,52807.196,240.84,281.069,1244.554,2.878,4.71,,,,,,,,,,,,,,,,,,,118725383,89176339,29380899,2549,1816344,2578709,15.86,11.91,3.92,0,3444,1717774,0.229,
Europe,March 29 2021,39672709,138326,208101.571,934621,2879,3478.429,52991.962,184.766,277.967,1248.4,3.846,4.646,,,,,,,,,,,,,,,,,,,123530563,91860923,31501252,2583,2454782,2641386,16.5,12.27,4.21,0,3528,1747545,0.233,
Europe,March 30 2021,39866791,194082,211704.714,938517,3896,3469.143,53251.203,259.241,282.78,1253.604,5.204,4.634,,,,,,,,,,,,,,,,,,,126130411,93520970,32399580,2643,2548510,2650921,16.85,12.49,4.33,0,3541,1746770,0.233,
Europe,March 31 2021,40114617,247826,211208.714,942624,4107,3529.571,53582.231,331.028,282.117,1259.09,5.486,4.715,,,,,,,,,,,,,,,,,,,129097241,95424077,33442340,2694,3103232,2673655,17.24,12.75,4.47,0,3571,1763866,0.236,
Europe,April 1 2021,40367523,252906,210865,946477,3853,3487.571,53920.045,337.814,281.658,1264.236,5.147,4.658,,,,,,,,,,,,,,,,,,,132257446,97358620,34651427,2824,3339032,2713036,17.67,13,4.63,0,3624,1773142,0.237,
Europe,April 2 2021,40591181,223658,208284,950224,3747,3374.571,54218.791,298.746,278.211,1269.241,5.005,4.508,,,,,,,,,,,,,,,,,,,134976719,99124411,35588508,2839,2352518,2582715,18.03,13.24,4.75,0,3450,1686333,0.225,
Europe,April 3 2021,40758099,166918,200574.571,953512,3288,3417.857,54441.748,222.957,267.913,1273.633,4.392,4.565,,,,,,,,,,,,,,,,,,,136767503,100325460,36165586,2898,1902732,2502471,18.27,13.4,4.83,0,3343,1629548,0.218,
Europe,April 4 2021,40959912,201813,203647,955904,2392,3451.714,54711.316,269.567,272.017,1276.828,3.195,4.611,,,,,,,,,,,,,,,,,,,138126824,101326469,36510353,2905,1088976,2398539,18.45,13.53,4.88,0,3204,1571409,0.21,
Europe,April 5 2021,41071115,111203,199772.286,958522,2618,3414.429,54859.853,148.537,266.842,1280.325,3.497,4.561,,,,,,,,,,,,,,,,,,,139371993,102240153,36831270,2971,1340241,2239319,18.62,13.66,4.92,0,2991,1481257,0.198,
Europe,April 6 2021,41203000,131885,190887,961625,3103,3301.143,55036.015,176.163,254.973,1284.47,4.145,4.409,,,,,,,,,,,,,,,,,,,141851100,103867520,37667954,3074,2864977,2284529,18.95,13.87,5.03,0,3052,1522190,0.203,
Europe,April 7 2021,41346286,143286,175952.714,966274,4649,3378.571,55227.406,191.391,235.025,1290.68,6.21,4.513,,,,,,,,,,,,,,,,,,,145796738,106379444,39090920,3151,3974515,2408999,19.47,14.21,5.22,0,3218,1593832,0.213,
Europe,April 8 2021,41622975,276689,179350.286,970725,4451,3464,55596.988,369.581,239.563,1296.625,5.945,4.627,,,,,,,,,,,,,,,,,,,149707282,109146777,40224135,3238,4202422,2532339,20,14.58,5.37,0,3383,1726936,0.231,
Europe,April 9 2021,41800612,182497,173470.143,975250,4525,3575.143,55834.262,243.766,231.709,1302.669,6.044,4.775,,,,,,,,,,,,,,,,,,,154236123,112368323,41523583,3404,4007539,2768775,20.6,15.01,5.55,0,3698,1913097,0.256,
Europe,April 10 2021,41952242,151630,171286.143,978670,3420,3594,56036.799,202.536,228.792,1307.237,4.568,4.801,,,,,,,,,,,,,,,,,,,157075398,114247503,42477709,3471,3130628,2944187,20.98,15.26,5.67,0,3933,2030756,0.271,
Europe,April 11 2021,42189359,237117,176329.571,981062,2392,3594,56353.523,316.724,235.528,1310.432,3.195,4.801,,,,,,,,,,,,,,,,,,,159001398,115590507,43054094,3490,1778385,3042674,21.24,15.44,5.75,0,4064,2098404,0.28,
Europe,April 12 2021,42317918,128559,178809,984082,3020,3651.429,56525.243,171.72,238.84,1314.466,4.034,4.877,,,,,,,,,,,,,,,,,,,161722192,117603008,43749520,3606,2652903,3230198,21.6,15.71,5.84,0,4315,2234837,0.299,
Europe,April 13 2021,42491665,173747,184789.286,988108,4026,3783.286,56757.321,232.079,246.828,1319.844,5.378,5.053,,,,,,,,,,,,,,,,,,,164906519,119864493,44658491,3732,3527348,3324821,22.03,16.01,5.97,0,4441,2318512,0.31,
Europe,April 14 2021,42697708,206043,193754.571,992478,4370,3743.429,57032.539,275.217,258.803,1325.681,5.837,5,,,,,,,,,,,,,,,,,,,168593215,122517529,45682528,4054,4151144,3350048,22.52,16.37,6.1,0,4475,2394588,0.32,
Europe,April 15 2021,42904077,206369,183708.857,996374,3896,3664.143,57308.192,275.653,245.385,1330.885,5.204,4.894,,,,,,,,,,,,,,,,,,,172608714,125332475,46863831,4567,4143255,3341603,23.06,16.74,6.26,0,4463,2385244,0.319,
Europe,April 16 2021,43100939,196862,185761,1000186,3812,3562.286,57571.146,262.954,248.126,1335.977,5.092,4.758,,,,,,,,,,,,,,,,,,,177339174,128789879,48124459,5089,4028682,3344622,23.69,17.2,6.43,0,4468,2384045,0.318,
Europe,April 17 2021,43263934,162995,187384.571,1003327,3141,3522.429,57788.863,217.717,250.295,1340.172,4.196,4.705,,,,,,,,,,,,,,,,,,,179827545,130339014,49052784,5245,2944887,3318087,24.02,17.41,6.55,0,4432,2358449,0.315,
Europe,April 18 2021,43394087,130153,172104,1005518,2191,3493.714,57962.712,173.849,229.884,1343.099,2.927,4.667,,,,,,,,,,,,,,,,,,,182279570,131818167,50013315,5318,2207024,3379319,24.35,17.61,6.68,0,4514,2362597,0.316,
Europe,April 19 2021,43504415,110328,169499.571,1008448,2930,3480.857,58110.08,147.368,226.405,1347.013,3.914,4.649,,,,,,,,,,,,,,,,,,,185373402,134071345,50844615,5830,2621835,3374880,24.76,17.91,6.79,0,4508,2346378,0.313,
Europe,April 20 2021,43662163,157748,167214,1012190,3742,3440.286,58320.789,210.708,223.352,1352.011,4.998,4.595,,,,,,,,,,,,,,,,,,,188531716,136244075,51825268,6507,3470652,3366782,25.18,18.2,6.92,0,4497,2327890,0.311,
Europe,April 21 2021,43850934,188771,164746.571,1016197,4007,3388.429,58572.936,252.147,220.057,1357.363,5.352,4.526,,,,,,,,,,,,,,,,,,,192484652,138875615,53123288,7433,4203816,3374310,25.71,18.55,7.1,0,4507,2299451,0.307,
Europe,April 22 2021,44038640,187706,162080.429,1019851,3654,3353.857,58823.66,250.724,216.495,1362.244,4.881,4.48,,,,,,,,,,,,,,,,,,,196623273,141592460,54533498,8437,4417174,3413438,26.26,18.91,7.28,0,4559,2299402,0.307,
Europe,April 23 2021,44215364,176732,159204.714,1023450,3599,3323.429,59059.715,236.066,212.654,1367.051,4.807,4.439,,,,,,,,,,,,,,,,,,,201642438,144973186,56178745,9346,4063446,3418407,26.93,19.36,7.5,0,4566,2278184,0.304,
Europe,April 24 2021,44358856,143492,156418.571,1026468,3018,3305.857,59251.381,191.666,208.933,1371.082,4.031,4.416,,,,,,,,,,,,,,,,,,,204422532,146570526,57356997,9684,3465370,3492757,27.31,19.58,7.66,0,4665,2305726,0.308,
Europe,April 25 2021,44470625,111769,153792.286,1028509,2041,3284.429,59400.674,149.293,205.425,1373.809,2.726,4.387,,,,,,,,,,,,,,,,,,,207398866,148720774,58214412,9775,2053585,3470840,27.7,19.87,7.78,0,4636,2319079,0.31,
Europe,April 26 2021,44567578,96953,151881.571,1031069,2560,3231.571,59530.177,129.503,202.873,1377.228,3.419,4.317,,,,,,,,,,,,,,,,,,,210034937,150401048,59185826,10423,3078049,3536013,28.05,20.09,7.91,0,4723,2354308,0.314,
Europe,April 27 2021,44706302,138724,149163.857,1034620,3551,3204.286,59715.475,185.298,199.242,1381.971,4.743,4.28,,,,,,,,,,,,,,,,,,,214013998,153041900,60624185,11514,4145200,3632381,28.59,20.44,8.1,0,4852,2403345,0.321,
Europe,April 28 2021,44860557,154255,144233,1038147,3527,3135.714,59921.518,206.043,192.656,1386.682,4.711,4.188,,,,,,,,,,,,,,,,,,,219079202,156239045,62438875,13174,5288482,3787329,29.26,20.87,8.34,0,5059,2485310,0.332,
Europe,April 29 2021,45016991,156434,139765.571,1041389,3242,3076.857,60130.471,208.953,186.689,1391.013,4.33,4.11,,,,,,,,,,,,,,,,,,,224135123,159424525,64332199,14828,5403323,3928209,29.94,21.29,8.59,0,5247,2557421,0.342,
Europe,April 30 2021,45158060,141069,134670.857,1044412,3023,2994.571,60318.901,188.43,179.884,1395.051,4.038,4,,,,,,,,,,,,,,,,,,,228954319,162615783,66006720,16290,4433638,3981097,30.58,21.72,8.82,0,5318,2575938,0.344,
Europe,May 1 2021,45274032,115972,130739.429,1046982,2570,2930.571,60473.808,154.907,174.632,1398.484,3.433,3.914,,,,,,,,,,,,,,,,,,,231478835,164186430,66963933,16545,2845024,3892472,30.92,21.93,8.94,0,5199,2520409,0.337,
Europe,May 2 2021,45355612,81580,126426.714,1048550,1568,2863,60582.777,108.969,168.872,1400.578,2.094,3.824,,,,,,,,,,,,,,,,,,,234501592,166109855,68116178,16669,2077293,3895856,31.32,22.19,9.1,0,5204,2498778,0.334,
Europe,May 3 2021,45433128,77516,123650,1050516,1966,2778.143,60686.317,103.54,165.163,1403.204,2.626,3.711,,,,,,,,,,,,,,,,,,,237067422,167773541,69036192,17637,2885374,3868335,31.67,22.41,9.22,0,5167,2471086,0.33,
Europe,May 4 2021,45537838,104710,118790.857,1053023,2507,2629,60826.181,139.864,158.672,1406.553,3.349,3.512,,,,,,,,,,,,,,,,,,,240708320,170058238,70408431,19070,4352894,3898002,32.15,22.72,9.4,0,5207,2471267,0.33,
Europe,May 5 2021,45658033,120195,113925.143,1055873,2850,2532.286,60986.729,160.548,152.173,1410.359,3.807,3.382,,,,,,,,,,,,,,,,,,,246553108,173472032,73008558,20694,5768615,3966597,32.93,23.17,9.75,0,5298,2470725,0.33,
Europe,May 6 2021,45790208,132175,110459.571,1058783,2910,2484.857,61163.279,176.55,147.544,1414.246,3.887,3.319,,,,,,,,,,,,,,,,,,,252041191,176669194,75338131,22759,5798183,4023005,33.67,23.6,10.06,0,5374,2466738,0.329,
Europe,May 7 2021,45912377,122169,107759.571,1061571,2791,2451.714,61326.463,163.185,143.938,1417.97,3.728,3.275,,,,,,,,,,,,,,,,,,,257801917,180135512,77698802,24361,4918978,4092335,34.44,24.06,10.38,0,5466,2486872,0.332,
Europe,May 8 2021,46011109,98732,105296.714,1063954,2383,2425,61458.343,131.879,140.648,1421.154,3.183,3.239,,,,,,,,,,,,,,,,,,,260937730,181909595,79083619,24738,3757905,4222746,34.85,24.3,10.56,0,5640,2550362,0.341,
Europe,May 9 2021,46083446,72337,103976.286,1065534,1580,2426.714,61554.965,96.623,138.884,1423.264,2.11,3.241,,,,,,,,,,,,,,,,,,,264227350,184105484,80192671,25015,2365203,4263877,35.29,24.59,10.71,0,5695,2583517,0.345,
Europe,May 10 2021,46152434,68988,102758,1067323,1789,2401.429,61647.114,92.149,137.257,1425.654,2.39,3.208,,,,,,,,,,,,,,,,,,,267793263,186288839,81598535,26343,3748223,4387145,35.77,24.88,10.9,0,5860,2647216,0.354,
Europe,May 11 2021,46248243,95809,101486.429,1069812,2489,2398.857,61775.089,127.975,135.558,1428.978,3.325,3.204,,,,,,,,,,,,,,,,,,,272311198,189523802,83529059,28076,4990223,4478191,36.37,25.32,11.16,0,5982,2694785,0.36,
Europe,May 12 2021,46354373,106130,99477.143,1072351,2539,2354.429,61916.85,141.761,132.874,1432.37,3.391,3.145,,,,,,,,,,,,,,,,,,,278011201,192910196,85868470,29944,6419915,4571229,37.13,25.77,11.47,0,6106,2754913,0.368,
Europe,May 13 2021,46451210,96837,94428.857,1074641,2290,2265.857,62046.198,129.348,126.131,1435.428,3.059,3.027,,,,,,,,,,,,,,,,,,,282686463,195587232,87926079,30736,4624970,4403632,37.76,26.13,11.74,0,5882,2647336,0.354,
Europe,May 14 2021,46540764,89554,89769.571,1076823,2182,2178.857,62165.818,119.62,119.908,1438.343,2.915,2.91,,,,,,,,,,,,,,,,,,,288694622,199095395,90519528,32058,5110994,4431062,38.56,26.59,12.09,0,5919,2650295,0.354,
Europe,May 15 2021,46612848,72084,85962.714,1078674,1851,2102.857,62262.102,96.285,114.823,1440.815,2.472,2.809,,,,,,,,,,,,,,,,,,,292409205,201366702,92007944,32533,4230938,4498642,39.06,26.9,12.29,0,6009,2707352,0.362,
Europe,May 16 2021,46673570,60722,84303.429,1079885,1211,2050.143,62343.21,81.108,112.606,1442.433,1.618,2.738,,,,,,,,,,,,,,,,,,,295765870,203494148,93276703,32705,2470291,4513652,39.51,27.18,12.46,0,6029,2711620,0.362,
Europe,May 17 2021,46730247,56677,82544.714,1081323,1438,2000,62418.916,75.705,110.257,1444.354,1.921,2.671,,,,,,,,,,,,,,,,,,,299200036,205543776,94721395,34354,3719990,4509621,39.96,27.46,12.65,0,6024,2697557,0.36,
Europe,May 18 2021,46803273,75390,79627.714,1083438,2115,1946.571,62516.458,100.701,106.361,1447.179,2.825,2.6,,,,,,,,,,,,,,,,,,,303965096,208359006,96755707,36462,5143454,4531506,40.6,27.83,12.92,0,6053,2689719,0.359,
Europe,May 19 2021,46892515,89242,77215.143,1085517,2079,1880.857,62635.661,119.203,103.138,1449.956,2.777,2.512,,,,,,,,,,,,,,,,,,,309032957,211156140,99077492,39128,5856115,4450964,41.28,28.2,13.23,0.01,5945,2604342,0.348,
Europe,May 20 2021,46612745,69076,73249.286,1087369,1852,1818.286,62261.965,92.267,97.841,1452.43,2.474,2.429,,,,,,,,,,,,,,,,,,,314788861,214345420,101764224,41803,5801163,4618991,42.05,28.63,13.59,0.01,6170,2682910,0.358,
Europe,May 21 2021,46685511,72766,70851,1089129,1760,1758,62359.16,97.196,94.638,1454.78,2.351,2.348,,,,,,,,,,,,,,,,,,,321048664,217777875,104733711,44077,5168347,4627186,42.88,29.09,13.99,0.01,6181,2661621,0.356,
Europe,May 22 2021,46745761,60250,69160.429,1090608,1479,1704.857,62439.638,80.478,92.38,1456.756,1.976,2.277,,,,,,,,,,,,,,,,,,,325016594,219666082,106904855,44788,4583782,4677594,43.41,29.34,14.28,0.01,6248,2612355,0.349,
Europe,May 23 2021,46793561,47800,67314.429,1091633,1025,1678.286,62503.486,63.848,89.914,1458.125,1.369,2.242,,,,,,,,,,,,,,,,,,,328540207,221689432,108517154,45046,2304756,4653941,43.88,29.61,14.49,0.01,6216,2582441,0.345,
Europe,May 24 2021,46835216,41656,65168.571,1092686,1053,1623.286,62559.126,55.641,87.048,1459.532,1.407,2.168,,,,,,,,,,,,,,,,,,,331581033,223413867,109918230,45728,3389682,4606757,44.29,29.84,14.68,0.01,6153,2536684,0.339,
Europe,May 25 2021,46885812,50596,61626.571,1094422,1736,1569.143,62626.708,67.583,82.316,1461.85,2.319,2.096,,,,,,,,,,,,,,,,,,,335920408,225689684,112085265,48179,4677501,4540190,44.87,30.15,14.97,0.01,6064,2446752,0.327,
Europe,May 26 2021,46946068,60256,57485.714,1096222,1800,1529.286,62707.194,80.486,76.785,1464.255,2.404,2.043,,,,,,,,,,,,,,,,,,,341647750,228577568,115079980,50627,6141075,4580901,45.63,30.53,15.37,0.01,6119,2428995,0.324,
Europe,May 27 2021,47012754,66686,57144.286,1097852,1630,1497.571,62796.268,89.074,76.329,1466.432,2.177,2,,,,,,,,,,,,,,,,,,,346881418,231101695,117953743,53168,5564443,4547081,46.33,30.87,15.76,0.01,6074,2353692,0.314,
Europe,May 28 2021,47075538,62784,55718.286,1099307,1455,1454,62880.131,83.862,74.424,1468.376,1.943,1.942,,,,,,,,,,,,,,,,,,,353064858,234055875,121530612,55423,5282509,4563390,47.16,31.26,16.23,0.01,6095,2304321,0.308,
Europe,May 29 2021,47126119,50581,54337,1100580,1273,1424.571,62947.693,67.562,72.579,1470.076,1.7,1.903,,,,,,,,,,,,,,,,,,,356254263,235642515,123266566,56087,3876130,4462299,47.59,31.48,16.47,0.01,5960,2258602,0.302,
Europe,May 30 2021,47166938,40819,53339.714,1101421,841,1398.286,63002.216,54.523,71.247,1471.199,1.123,1.868,,,,,,,,,,,,,,,,,,,359845748,237422209,125191753,56291,2400633,4475996,48.07,31.71,16.72,0.01,5979,2246943,0.3,
Europe,May 31 2021,47204871,37933,52807.857,1102398,977,1387.429,63052.884,50.668,70.537,1472.504,1.305,1.853,,,,,,,,,,,,,,,,,,,363121570,239139033,126976789,57864,3689133,4518772,48.5,31.94,16.96,0.01,6036,2250188,0.301,
Europe,June 1 2021,47252095,47224,52326.143,1103719,1321,1328.143,63115.963,63.078,69.894,1474.269,1.764,1.774,,,,,,,,,,,,,,,,,,,368501195,241586970,130157954,60272,5835414,4684186,49.22,32.27,17.39,0.01,6257,2288056,0.306,
Europe,June 2 2021,47296482,44387,50059.143,1105084,1365,1266,63175.252,59.289,66.865,1476.092,1.823,1.691,,,,,,,,,,,,,,,,,,,374478385,244697992,133238739,62690,6306760,4707862,50.02,32.69,17.8,0.01,6288,2310495,0.309,
Europe,June 3 2021,47362661,66179,49986.714,1106386,1302,1219.143,63263.649,88.397,66.769,1477.831,1.739,1.628,,,,,,,,,,,,,,,,,,,379236318,247254098,135596211,64993,5179507,4652871,50.66,33.03,18.11,0.01,6215,2321824,0.31,
Europe,June 4 2021,47410966,48305,47918.286,1107658,1272,1193,63328.171,64.522,64.006,1479.53,1.699,1.594,,,,,,,,,,,,,,,,,,,385642216,250673092,138972179,67480,5715749,4714759,51.51,33.48,18.56,0.01,6298,2400345,0.321,
Europe,June 5 2021,47449058,38092,46134.143,1108707,1049,1161,63379.052,50.881,61.623,1480.931,1.401,1.551,,,,,,,,,,,,,,,,,,,389181666,252484166,140822896,68393,4338325,4780787,51.98,33.73,18.81,0.01,6386,2458731,0.328,
Europe,June 6 2021,47482240,33182,45043.143,1109503,796,1154.571,63423.374,44.322,60.165,1481.995,1.063,1.542,,,,,,,,,,,,,,,,,,,393733940,254973762,143203445,68835,2980017,4863558,52.59,34.06,19.13,0.01,6496,2528112,0.338,
