data,date,total
new_deaths,07/20/22,84
new_deaths,07/21/22,60
new_deaths,07/22/22,106
new_deaths,07/23/22,38
new_deaths,07/24/22,13
new_deaths,07/25/22,115
new_deaths,07/26/22,86
new_deaths,07/27/22,126
new_deaths,07/28/22,157
new_deaths,07/29/22,135
new_deaths,07/30/22,42
new_deaths,07/31/22,19
new_deaths,08/01/22,92
new_deaths,08/02/22,69
new_deaths,08/03/22,85
new_deaths,08/04/22,90
new_deaths,08/05/22,88
new_deaths,08/06/22,32
new_deaths,08/07/22,14
new_deaths,08/08/22,104
new_deaths,08/09/22,121
new_deaths,08/10/22,57
new_deaths,08/11/22,122
new_deaths,08/12/22,81
new_deaths,08/13/22,42
new_deaths,08/14/22,24
new_deaths,08/15/22,68
new_deaths,08/16/22,70
new_deaths,08/17/22,129
new_deaths,08/18/22,76
new_deaths,08/19/22,96
new_deaths,08/20/22,35
new_deaths,08/21/22,9
new_deaths,08/22/22,87
new_deaths,08/23/22,61
new_deaths,08/24/22,17
new_deaths,08/25/22,113
new_deaths,08/26/22,87
new_deaths,08/27/22,15
new_deaths,08/28/22,11
new_deaths,08/29/22,74
new_deaths,08/30/22,66
new_deaths,08/31/22,61
new_deaths,09/01/22,38
new_deaths,09/02/22,54
new_deaths,09/03/22,14
new_deaths,09/04/22,10
new_deaths,09/05/22,68
new_deaths,09/06/22,69
new_deaths,09/07/22,61
new_deaths,09/08/22,84
new_deaths,09/09/22,62
new_deaths,09/10/22,5
